ID,TARGET
2,0.40662032122967634
5,0.427568109863505
6,0.0249815259383384
7,0.10372334814985529
9,0.030772707545551687
11,0.7612447621847258
12,0.35541942318023617
15,0.6901122188295102
16,0.2413735238663083
17,0.18682078970876395
19,0.19877158483702084
21,0.04935449982368168
22,0.16353959924798375
24,0.10663664894863939
27,0.10083706229379834
28,0.15639854024053848
30,0.645709543890949
33,0.037198009980874254
35,0.1115002387948442
37,0.1410416953995771
38,0.2080909265771786
40,0.6925019204546982
41,0.21772366698070636
44,0.21855458046208237
46,0.4836816255390185
47,0.08395175239739797
48,0.037198009980874254
50,0.041361147824769504
52,0.7006681202125762
53,0.08644111438775093
55,0.18030533554735567
57,0.028937322598709212
58,0.15491510642150355
59,0.11846226519661034
62,0.19445309568783034
63,0.09909483138447917
64,0.1845857569177014
65,0.10326217899387147
67,0.15329366626583066
69,0.27183695382200673
70,0.037198009980874254
71,0.507077184519772
72,0.04301047411295054
73,0.016390733044581517
76,0.09745597321705618
78,0.03569191867214466
79,0.43300525291056025
81,0.022921836851517878
85,0.10663664894863939
86,0.041361147824769504
89,0.2288285334190998
94,0.5173865218773646
96,0.04202990119584011
97,0.09785531008884711
98,0.03187525345133088
99,0.10372334814985529
100,0.7597533488008926
103,0.5019271519012088
104,0.055320038093804855
108,0.08769907719929648
110,0.03287279870683919
112,0.23052934271482237
114,0.11502344498388441
116,0.14028535170287804
117,0.07149994847572888
119,0.05900991800064192
120,0.06767070483091372
121,0.019090522766698204
123,0.19414294142725902
124,0.2288285334190998
126,0.02216908903491744
128,0.14100922261428397
129,0.524791005911372
133,0.2561729470976735
138,0.20591163394815296
147,0.233919218226539
149,0.1342482338424083
158,0.03408192890733727
160,0.0740191803798777
164,0.2288543705007722
167,0.44771882309403643
168,0.117301123087556
174,0.08201230200169227
181,0.1308553938002297
185,0.24838741614554533
187,0.05485408350267814
189,0.12710658820695173
190,0.40063997056303596
194,0.07720501866150692
197,0.29584532266073543
198,0.18313307689846403
201,0.27585970429587797
205,0.09667186767844327
208,0.6629468455726626
211,0.1115002387948442
216,0.3023825924461915
219,0.3147883864757733
223,0.059457137159347855
224,0.5576198046142686
226,0.13954963936074236
229,0.1336244910267625
230,0.1410416953995771
237,0.17815917271803655
238,0.1471017380069555
240,0.4507625730322626
243,0.02891553898191649
245,0.6000167592797903
246,0.7305991142967423
247,0.04707196704031032
248,0.08150904059909733
249,0.037198009980874254
250,0.7522964958509615
251,0.02216908903491744
255,0.6125285466811348
256,0.27283973808069395
257,0.3947858772794487
260,0.7006681202125762
261,0.024295169801094085
263,0.7397167528855175
264,0.6629468455726626
267,0.07322187534496412
268,0.12398264440836129
272,0.06921058336086883
274,0.07642227286683448
275,0.07238250794318549
277,0.7484994671780558
278,0.877220773270826
280,0.09965381403548063
281,0.14741311648638128
282,0.4555196991154147
283,0.09909483138447917
284,0.5179061914514121
286,0.11310784240215728
290,0.20824092864047664
291,0.23719262600196558
293,0.23316680853345043
295,0.22914336722428405
297,0.01972923512004074
298,0.4630196319201376
300,0.03239297933044096
304,0.03845557100307976
305,0.0368861904518646
308,0.0382668118948392
309,0.06322213013694301
310,0.04767552010914848
312,0.2288285334190998
313,0.6629468455726626
315,0.05431233698521899
317,0.23180692160377545
318,0.233919218226539
321,0.12673327193805067
323,0.3097560523003998
325,0.08413617777180796
326,0.11846226519661034
327,0.1370384206704921
328,0.26205272428564413
329,0.17137166361172843
330,0.030702180437224266
331,0.10271923969401289
334,0.22427774375936352
335,0.10965584135645694
336,0.39500003484515794
337,0.07478588689798868
338,0.14115731238432813
339,0.13954963936074236
341,0.723501275686554
343,0.08416996535312775
346,0.027287547669532824
348,0.04210049245603301
350,0.8705017656321399
351,0.022921836851517878
352,0.1235884870068656
357,0.33111915565861416
358,0.09909483138447917
360,0.03739782981507182
361,0.11846226519661034
364,0.12020047263540037
365,0.26566166203831104
366,0.11491716621811729
367,0.0968194346440477
368,0.029901012986358586
370,0.03869357524280759
372,0.04653607211608624
376,0.021461355067760767
377,0.04559839709380452
379,0.1246437405401839
380,0.10814097382218155
381,0.48206493033029213
385,0.09909483138447917
386,0.2822782833209266
389,0.3440761459417902
391,0.41667238280234764
392,0.037865876566397096
393,0.09876746556518416
395,0.1391736212969007
396,0.06147389030532898
397,0.027065397291129115
398,0.20683463148676975
399,0.271257073627834
400,0.07211013059634888
401,0.07643005786630686
403,0.07897638706591069
405,0.25824741398501133
406,0.19161904737274682
409,0.08644111438775093
411,0.11956393633474394
413,0.0429681217339742
418,0.04695463728450861
419,0.14115731238432813
422,0.1235884870068656
424,0.7547350895208451
425,0.16283163658146346
427,0.04202990119584011
430,0.02200502313778152
431,0.13954963936074236
434,0.233919218226539
435,0.2288285334190998
437,0.4432465917213916
438,0.015940648772638125
439,0.5727171675800604
442,0.09909483138447917
446,0.12479814114336364
450,0.4461110174474562
451,0.12518567352406923
452,0.07800129527899201
454,0.02240645750010518
455,0.04788501780007501
463,0.1423821392976029
464,0.10572584980109352
465,0.04639465130795491
467,0.6629468455726626
468,0.20499278942346008
470,0.13201461325289537
472,0.700009421341708
473,0.14115731238432813
475,0.0697763090633244
476,0.05691282794064846
479,0.15512048943313406
481,0.0368861904518646
483,0.24838741614554533
484,0.0973968239498912
486,0.2614608406509759
487,0.034342416371372635
491,0.19611943278288493
494,0.08201230200169227
495,0.02216908903491744
497,0.106246054740522
498,0.03659291195656258
499,0.09909483138447917
503,0.233919218226539
504,0.1271178798014632
505,0.07828344731241367
506,0.13298492399608539
507,0.1671265893559452
508,0.5019271519012088
509,0.23316680853345043
510,0.0489792558140356
511,0.08906809137942429
512,0.23236632249104544
516,0.027457057857948743
518,0.289840861148235
519,0.061709928416859086
520,0.08048359782086319
521,0.04174693768960899
522,0.06879800785937705
524,0.5453093352444675
525,0.06189248635621022
526,0.03763653628426803
528,0.15918569560399712
529,0.12698878889346304
531,0.47749530291980896
532,0.7891062157167713
534,0.5418002198948432
536,0.28204983425114355
539,0.5478458997369349
540,0.11354865192009217
541,0.03408192890733727
542,0.5426667387519901
545,0.09995831859131116
546,0.04210049245603301
552,0.13329728118281586
556,0.02176974424789748
557,0.041361147824769504
559,0.10690032016862525
562,0.18929032677238056
563,0.09742284334099967
565,0.1410416953995771
569,0.022709810571064845
570,0.47749530291980896
574,0.13895496940087015
575,0.08470996611772265
585,0.07407365165617134
589,0.08462429313824002
590,0.22972586449784618
592,0.18313307689846403
593,0.24621245921099724
594,0.09194535678349341
595,0.13954963936074236
597,0.04714397054686058
601,0.030772707545551687
603,0.12479814114336364
